TICKER,CNAME,ACTDATS,ESTIMATOR,ANALYS,FPI,MEASURE,VALUE,ANNDATS,REVDATS,FPEDATS,ANNDATS_ACT,ACTUAL,FORECAST_ERROR
AAPL,APPLE COMPUTER,1995-01-20,308,677,1,EPS,0.0384,1995-01-20,1995-05-22,1995-09-30,1995-10-18,0.0301,-0.008299999999999998
AAPL,APPLE COMPUTER,1995-01-20,7,7932,1,EPS,0.0411,1995-01-20,1995-05-23,1995-09-30,1995-10-18,0.0301,-0.011
AAPL,APPLE COMPUTER,1995-01-23,232,740,1,EPS,0.0415,1995-01-20,1995-03-23,1995-09-30,1995-10-18,0.0301,-0.011400000000000004
AAPL,APPLE COMPUTER,1995-01-23,114,494,1,EPS,0.0379,1995-01-23,1995-03-24,1995-09-30,1995-10-18,0.0301,-0.007800000000000005
AAPL,APPLE COMPUTER,1995-01-23,94,965,1,EPS,0.0384,1995-01-23,1995-04-07,1995-09-30,1995-10-18,0.0301,-0.008299999999999998
AAPL,APPLE COMPUTER,1995-01-23,933,9514,1,EPS,0.0415,1995-01-23,1995-04-12,1995-09-30,1995-10-18,0.0301,-0.011400000000000004
AAPL,APPLE COMPUTER,1995-01-23,39,678,1,EPS,0.0406,1995-01-23,1995-04-17,1995-09-30,1995-10-18,0.0301,-0.010499999999999999
AAPL,APPLE COMPUTER,1995-01-23,142,54,1,EPS,0.0379,1995-01-23,1995-04-27,1995-09-30,1995-10-18,0.0301,-0.007800000000000005
AAPL,APPLE COMPUTER,1995-01-23,241,3810,1,EPS,0.0379,1995-01-23,1995-05-19,1995-09-30,1995-10-18,0.0301,-0.007800000000000005
AAPL,APPLE COMPUTER,1995-01-24,11,938,1,EPS,0.0402,1995-01-24,1995-03-07,1995-09-30,1995-10-18,0.0301,-0.010100000000000001
AAPL,APPLE COMPUTER,1995-01-24,811,4363,1,EPS,0.0393,1995-01-24,1995-04-17,1995-09-30,1995-10-18,0.0301,-0.009200000000000003
AAPL,APPLE COMPUTER,1995-01-24,37,9236,1,EPS,0.0348,1995-01-24,1995-04-21,1995-09-30,1995-10-18,0.0301,-0.004699999999999999
AAPL,APPLE COMPUTER,1995-01-24,68,18367,1,EPS,0.0402,1995-01-24,1995-05-05,1995-09-30,1995-10-18,0.0301,-0.010100000000000001
AAPL,APPLE COMPUTER,1995-01-27,192,1830,1,EPS,0.0382,1995-01-27,1995-04-25,1995-09-30,1995-10-18,0.0301,-0.0081
AAPL,APPLE COMPUTER,1995-01-30,183,4684,1,EPS,0.0402,1995-01-30,1995-04-20,1995-09-30,1995-10-18,0.0301,-0.010100000000000001
AAPL,APPLE COMPUTER,1995-01-30,158,9620,1,EPS,0.0357,1995-01-30,1995-09-19,1995-09-30,1995-10-18,0.0301,-0.005600000000000004
AAPL,APPLE COMPUTER,1995-01-31,100,9486,1,EPS,0.0433,1995-01-31,1995-03-13,1995-09-30,1995-10-18,0.0301,-0.0132
AAPL,APPLE COMPUTER,1995-02-01,215,685,1,EPS,0.0335,1995-02-01,1995-03-02,1995-09-30,1995-10-18,0.0301,-0.0034000000000000037
AAPL,APPLE COMPUTER,1995-02-03,210,71682,1,EPS,0.0424,1995-02-03,1995-06-14,1995-09-30,1995-10-18,0.0301,-0.012300000000000002
AAPL,APPLE COMPUTER,1995-02-16,189,5668,1,EPS,0.0406,1995-02-14,1995-03-14,1995-09-30,1995-10-18,0.0301,-0.010499999999999999
AAPL,APPLE COMPUTER,1995-02-24,211,4299,1,EPS,0.0464,1995-02-23,1995-03-28,1995-09-30,1995-10-18,0.0301,-0.0163
AAPL,APPLE COMPUTER,1995-02-28,125,146,1,EPS,0.0426,1995-02-28,1995-04-27,1995-09-30,1995-10-18,0.0301,-0.0125
AAPL,APPLE COMPUTER,1995-03-03,215,685,1,EPS,0.0357,1995-03-03,1995-03-09,1995-09-30,1995-10-18,0.0301,-0.005600000000000004
AAPL,APPLE COMPUTER,1995-03-06,229,31901,1,EPS,0.0411,1995-03-06,1995-05-01,1995-09-30,1995-10-18,0.0301,-0.011
AAPL,APPLE COMPUTER,1995-03-10,215,685,1,EPS,0.0379,1995-03-10,1995-03-31,1995-09-30,1995-10-18,0.0301,-0.007800000000000005
AAPL,APPLE COMPUTER,1995-03-14,100,9486,1,EPS,0.042,1995-03-14,1995-04-20,1995-09-30,1995-10-18,0.0301,-0.011900000000000004
AAPL,APPLE COMPUTER,1995-03-15,189,5668,1,EPS,0.0388,1995-03-15,1995-04-20,1995-09-30,1995-10-18,0.0301,-0.008700000000000003
AAPL,APPLE COMPUTER,1995-03-15,1388,9514,1,EPS,0.0384,1995-03-15,1995-04-25,1995-09-30,1995-10-18,0.0301,-0.008299999999999998
AAPL,APPLE COMPUTER,1995-03-17,206,7985,1,EPS,0.0407,1995-03-17,1995-04-19,1995-09-30,1995-10-18,0.0301,-0.010600000000000002
AAPL,APPLE COMPUTER,1995-03-21,863,30168,1,EPS,0.0442,1995-03-21,1995-04-26,1995-09-30,1995-10-18,0.0301,-0.014100000000000005
AAPL,APPLE COMPUTER,1995-03-24,11,938,1,EPS,0.0394,1995-03-24,1995-04-10,1995-09-30,1995-10-18,0.0301,-0.0093
AAPL,APPLE COMPUTER,1995-03-24,232,740,1,EPS,0.0388,1995-03-24,1995-07-11,1995-09-30,1995-10-18,0.0301,-0.008700000000000003
AAPL,APPLE COMPUTER,1995-03-28,118,1765,1,EPS,0.0397,1995-03-28,1995-04-24,1995-09-30,1995-10-18,0.0301,-0.009600000000000001
AAPL,APPLE COMPUTER,1995-03-29,211,4299,1,EPS,0.0428,1995-03-29,1995-04-18,1995-09-30,1995-10-18,0.0301,-0.0127
AAPL,APPLE COMPUTER,1995-04-04,114,494,1,EPS,0.0366,1995-04-04,1995-04-19,1995-09-30,1995-10-18,0.0301,-0.006500000000000002
AAPL,APPLE COMPUTER,1995-04-04,215,685,1,EPS,0.0335,1995-04-04,1995-06-09,1995-09-30,1995-10-18,0.0301,-0.0034000000000000037
AAPL,APPLE COMPUTER,1995-04-18,39,678,1,EPS,0.0393,1995-04-18,1995-05-08,1995-09-30,1995-10-18,0.0301,-0.009200000000000003
AAPL,APPLE COMPUTER,1995-04-19,211,4299,1,EPS,0.0435,1995-04-17,1995-05-03,1995-09-30,1995-10-18,0.0301,-0.013399999999999999
AAPL,APPLE COMPUTER,1995-04-19,94,965,1,EPS,0.04,1995-04-19,1995-05-17,1995-09-30,1995-10-18,0.0301,-0.009900000000000003
AAPL,APPLE COMPUTER,1995-04-21,100,9486,1,EPS,0.0371,1995-04-21,1995-07-12,1995-09-30,1995-10-18,0.0301,-0.007000000000000003
AAPL,APPLE COMPUTER,1995-04-21,28,1997,1,EPS,0.0335,1995-04-21,1995-07-21,1995-09-30,1995-10-18,0.0301,-0.0034000000000000037
AAPL,APPLE COMPUTER,1995-04-21,114,494,1,EPS,0.0343,1995-04-21,1995-08-22,1995-09-30,1995-10-18,0.0301,-0.004199999999999999
AAPL,APPLE COMPUTER,1995-04-24,86,585,1,EPS,0.0299,1995-04-21,1995-05-04,1995-09-30,1995-10-18,0.0301,0.0001999999999999988
AAPL,APPLE COMPUTER,1995-04-24,206,7985,1,EPS,0.0369,1995-04-24,1995-06-08,1995-09-30,1995-10-18,0.0301,-0.006800000000000004
AAPL,APPLE COMPUTER,1995-04-24,183,4684,1,EPS,0.0397,1995-04-24,1995-07-20,1995-09-30,1995-10-18,0.0301,-0.009600000000000001
AAPL,APPLE COMPUTER,1995-04-24,37,9236,1,EPS,0.0357,1995-04-24,1995-07-21,1995-09-30,1995-10-18,0.0301,-0.005600000000000004
AAPL,APPLE COMPUTER,1995-04-24,189,5668,1,EPS,0.0353,1995-04-24,1995-08-07,1995-09-30,1995-10-18,0.0301,-0.0052
AAPL,APPLE COMPUTER,1995-04-25,118,1765,1,EPS,0.0366,1995-04-24,1995-07-12,1995-09-30,1995-10-18,0.0301,-0.006500000000000002
AAPL,APPLE COMPUTER,1995-04-25,11,938,1,EPS,0.035,1995-04-25,1995-06-06,1995-09-30,1995-10-18,0.0301,-0.004900000000000005
AAPL,APPLE COMPUTER,1995-04-26,192,1830,1,EPS,0.0396,1995-04-26,1995-07-20,1995-09-30,1995-10-18,0.0301,-0.009500000000000005
AAPL,APPLE COMPUTER,1995-04-27,863,30168,1,EPS,0.0379,1995-04-27,1995-07-21,1995-09-30,1995-10-18,0.0301,-0.007800000000000005
AAPL,APPLE COMPUTER,1995-05-01,811,4363,1,EPS,0.0357,1995-05-01,1995-07-18,1995-09-30,1995-10-18,0.0301,-0.005600000000000004
AAPL,APPLE COMPUTER,1995-05-01,125,146,1,EPS,0.0386,1995-05-01,1995-07-20,1995-09-30,1995-10-18,0.0301,-0.008500000000000004
AAPL,APPLE COMPUTER,1995-05-01,1388,9514,1,EPS,0.0371,1995-05-01,1996-05-13,1995-09-30,1995-10-18,0.0301,-0.007000000000000003
AAPL,APPLE COMPUTER,1995-05-02,229,31901,1,EPS,0.0371,1995-05-02,1995-07-27,1995-09-30,1995-10-18,0.0301,-0.007000000000000003
AAPL,APPLE COMPUTER,1995-05-04,211,4299,1,EPS,0.0367,1995-05-02,1995-08-23,1995-09-30,1995-10-18,0.0301,-0.006600000000000005
AAPL,APPLE COMPUTER,1995-05-05,86,585,1,EPS,0.0326,1995-05-05,1995-07-20,1995-09-30,1995-10-18,0.0301,-0.0024999999999999988
AAPL,APPLE COMPUTER,1995-05-09,39,678,1,EPS,0.0375,1995-05-09,1995-07-21,1995-09-30,1995-10-18,0.0301,-0.0074
AAPL,APPLE COMPUTER,1995-05-16,68,18367,1,EPS,0.0357,1995-05-15,1995-10-10,1995-09-30,1995-10-18,0.0301,-0.005600000000000004
AAPL,APPLE COMPUTER,1995-05-17,933,9514,1,EPS,0.0379,1995-05-17,1995-07-13,1995-09-30,1995-10-18,0.0301,-0.007800000000000005
AAPL,APPLE COMPUTER,1995-05-18,94,965,1,EPS,0.0353,1995-05-18,1995-07-31,1995-09-30,1995-10-18,0.0301,-0.0052
AAPL,APPLE COMPUTER,1995-05-23,308,677,1,EPS,0.0366,1995-05-23,1995-07-20,1995-09-30,1995-10-18,0.0301,-0.006500000000000002
AAPL,APPLE COMPUTER,1995-05-23,241,3810,1,EPS,0.0357,1995-05-23,1995-07-25,1995-09-30,1995-10-18,0.0301,-0.005600000000000004
AAPL,APPLE COMPUTER,1995-05-24,7,7932,1,EPS,0.0387,1995-05-24,1995-05-24,1995-09-30,1995-10-18,0.0301,-0.0086
AAPL,APPLE COMPUTER,1995-05-25,407,167,1,EPS,0.0357,1995-05-23,1995-05-25,1995-09-30,1995-10-18,0.0301,-0.005600000000000004
AAPL,APPLE COMPUTER,1995-05-25,142,54,1,EPS,0.0353,1995-05-24,1995-07-19,1995-09-30,1995-10-18,0.0301,-0.0052
AAPL,APPLE COMPUTER,1995-05-25,7,7932,1,EPS,0.0364,1995-05-25,1995-06-20,1995-09-30,1995-10-18,0.0301,-0.0063000000000000035
AAPL,APPLE COMPUTER,1995-06-05,29,9077,1,EPS,0.0371,1995-06-05,1995-07-19,1995-09-30,1995-10-18,0.0301,-0.007000000000000003
AAPL,APPLE COMPUTER,1995-06-12,215,685,1,EPS,0.0424,1995-06-12,1995-07-12,1995-09-30,1995-10-18,0.0301,-0.012300000000000002
AAPL,APPLE COMPUTER,1995-06-20,210,71682,1,EPS,0.0379,1995-06-20,1995-07-31,1995-09-30,1995-10-18,0.0301,-0.007800000000000005
AAPL,APPLE COMPUTER,1995-06-21,7,6867,1,EPS,0.0387,1995-06-21,1995-06-23,1995-09-30,1995-10-18,0.0301,-0.0086
AAPL,APPLE COMPUTER,1995-06-26,7,6867,1,EPS,0.0364,1995-06-26,1995-07-20,1995-09-30,1995-10-18,0.0301,-0.0063000000000000035
AAPL,APPLE COMPUTER,1995-06-27,11,938,1,EPS,0.0357,1995-06-27,1995-07-20,1995-09-30,1995-10-18,0.0301,-0.005600000000000004
AAPL,APPLE COMPUTER,1995-07-12,232,740,1,EPS,0.0362,1995-07-11,1995-07-20,1995-09-30,1995-10-18,0.0301,-0.006100000000000005
AAPL,APPLE COMPUTER,1995-07-13,100,9486,1,EPS,0.0375,1995-07-13,1995-07-21,1995-09-30,1995-10-18,0.0301,-0.0074
AAPL,APPLE COMPUTER,1995-07-14,215,685,1,EPS,0.0375,1995-07-14,1995-07-21,1995-09-30,1995-10-18,0.0301,-0.0074
AAPL,APPLE COMPUTER,1995-07-20,29,9077,1,EPS,0.0385,1995-07-20,1995-07-21,1995-09-30,1995-10-18,0.0301,-0.008400000000000001
AAPL,APPLE COMPUTER,1995-07-21,118,9742,1,EPS,0.0357,1995-07-21,1995-09-14,1995-09-30,1995-10-18,0.0301,-0.005600000000000004
AAPL,APPLE COMPUTER,1995-07-21,125,8487,1,EPS,0.0365,1995-07-21,1995-09-15,1995-09-30,1995-10-18,0.0301,-0.0063999999999999994
AAPL,APPLE COMPUTER,1995-07-21,86,9900,1,EPS,0.0335,1995-07-21,1995-09-15,1995-09-30,1995-10-18,0.0301,-0.0034000000000000037
AAPL,APPLE COMPUTER,1995-07-21,308,677,1,EPS,0.0353,1995-07-21,1995-09-19,1995-09-30,1995-10-18,0.0301,-0.0052
AAPL,APPLE COMPUTER,1995-07-24,183,4684,1,EPS,0.0377,1995-07-24,1995-09-01,1995-09-30,1995-10-18,0.0301,-0.007599999999999999
AAPL,APPLE COMPUTER,1995-07-24,232,740,1,EPS,0.0353,1995-07-24,1995-09-13,1995-09-30,1995-10-18,0.0301,-0.0052
AAPL,APPLE COMPUTER,1995-07-24,100,9486,1,EPS,0.0369,1995-07-24,1995-09-14,1995-09-30,1995-10-18,0.0301,-0.006800000000000004
AAPL,APPLE COMPUTER,1995-07-24,215,685,1,EPS,0.0339,1995-07-24,1995-09-15,1995-09-30,1995-10-18,0.0301,-0.0038000000000000013
AAPL,APPLE COMPUTER,1995-07-24,7,6867,1,EPS,0.0343,1995-07-24,1995-09-15,1995-09-30,1995-10-18,0.0301,-0.004199999999999999
AAPL,APPLE COMPUTER,1995-07-24,37,9236,1,EPS,0.0339,1995-07-24,1995-09-18,1995-09-30,1995-10-18,0.0301,-0.0038000000000000013
AAPL,APPLE COMPUTER,1995-07-24,28,1997,1,EPS,0.0344,1995-07-24,1995-10-04,1995-09-30,1995-10-18,0.0301,-0.004300000000000002
AAPL,APPLE COMPUTER,1995-07-25,863,30168,1,EPS,0.0346,1995-07-25,1995-09-14,1995-09-30,1995-10-18,0.0301,-0.0045000000000000005
AAPL,APPLE COMPUTER,1995-07-26,29,9077,1,EPS,0.0362,1995-07-26,1995-09-07,1995-09-30,1995-10-18,0.0301,-0.006100000000000005
AAPL,APPLE COMPUTER,1995-07-26,39,678,1,EPS,0.0357,1995-07-26,1995-10-03,1995-09-30,1995-10-18,0.0301,-0.005600000000000004
AAPL,APPLE COMPUTER,1995-07-27,241,3810,1,EPS,0.0348,1995-07-25,1995-08-30,1995-09-30,1995-10-18,0.0301,-0.004699999999999999
AAPL,APPLE COMPUTER,1995-07-27,811,4363,1,EPS,0.0339,1995-07-27,1995-09-13,1995-09-30,1995-10-18,0.0301,-0.0038000000000000013
AAPL,APPLE COMPUTER,1995-07-27,142,54,1,EPS,0.0366,1995-07-27,1995-09-18,1995-09-30,1995-10-18,0.0301,-0.006500000000000002
AAPL,APPLE COMPUTER,1995-07-31,873,71723,1,EPS,0.0347,1995-07-31,1995-09-14,1995-09-30,1995-10-18,0.0301,-0.004600000000000003
AAPL,APPLE COMPUTER,1995-08-01,229,31901,1,EPS,0.0366,1995-07-31,1995-10-10,1995-09-30,1995-10-18,0.0301,-0.006500000000000002
AAPL,APPLE COMPUTER,1995-08-03,11,938,1,EPS,0.0353,1995-08-02,1995-09-13,1995-09-30,1995-10-18,0.0301,-0.0052
AAPL,APPLE COMPUTER,1995-08-08,189,5668,1,EPS,0.033,1995-08-03,1995-09-18,1995-09-30,1995-10-18,0.0301,-0.0029000000000000033
AAPL,APPLE COMPUTER,1995-08-10,210,71682,1,EPS,0.0357,1995-08-10,1995-09-07,1995-09-30,1995-10-18,0.0301,-0.005600000000000004
AAPL,APPLE COMPUTER,1995-08-16,933,9514,1,EPS,0.0351,1995-08-16,1995-09-14,1995-09-30,1995-10-18,0.0301,-0.005000000000000001
AAPL,APPLE COMPUTER,1995-08-21,191,9834,1,EPS,0.0366,1995-08-21,1995-09-18,1995-09-30,1995-10-18,0.0301,-0.006500000000000002
AAPL,APPLE COMPUTER,1995-08-23,192,1830,1,EPS,0.0371,1995-08-21,1995-09-18,1995-09-30,1995-10-18,0.0301,-0.007000000000000003
AAPL,APPLE COMPUTER,1995-08-23,94,965,1,EPS,0.0362,1995-08-23,1995-09-14,1995-09-30,1995-10-18,0.0301,-0.006100000000000005
AAPL,APPLE COMPUTER,1995-08-24,211,4299,1,EPS,0.0349,1995-08-24,1995-08-30,1995-09-30,1995-10-18,0.0301,-0.004800000000000002
AAPL,APPLE COMPUTER,1995-08-24,407,167,1,EPS,0.0348,1995-08-24,1995-09-07,1995-09-30,1995-10-18,0.0301,-0.004699999999999999
AAPL,APPLE COMPUTER,1995-08-30,54,689,1,EPS,0.0366,1995-08-29,1995-09-18,1995-09-30,1995-10-18,0.0301,-0.006500000000000002
AAPL,APPLE COMPUTER,1995-08-31,241,3810,1,EPS,0.0369,1995-08-30,1995-09-14,1995-09-30,1995-10-18,0.0301,-0.006800000000000004
AAPL,APPLE COMPUTER,1995-08-31,211,4299,1,EPS,0.0346,1995-08-31,1995-09-15,1995-09-30,1995-10-18,0.0301,-0.0045000000000000005
AAPL,APPLE COMPUTER,1995-09-06,183,4684,1,EPS,0.037,1995-09-05,1995-09-15,1995-09-30,1995-10-18,0.0301,-0.0069
AAPL,APPLE COMPUTER,1995-09-12,114,494,1,EPS,0.0352,1995-09-11,1995-09-12,1995-09-30,1995-10-18,0.0301,-0.005100000000000004
AAPL,APPLE COMPUTER,1995-09-14,232,740,1,EPS,0.033,1995-09-14,1995-09-14,1995-09-30,1995-10-18,0.0301,-0.0029000000000000033
